Timestamp,FSR 1,FSR 2,FSR 3,FSR 4,FSR 5,FSR 6,FSR 7,FSR 8,FSR 9,FSR 10,FSR 11,FSR 12
1743705465750053,6,4,0,0,0,4,2,1,3,1,5,3
1743705465752097,5,1,2,0,3,1,13,3,4,2,2,0
1743705465754145,5,1,4,2,4,3,0,0,0,4,2,7
1743705465755106,6,8,4,1,0,3,3,10,21,0,5,2
1743705465757053,4,3,9,0,0,2,3,5,4,1,3,0
1743705465759204,12,0,4,4,4,2,3,0,6,5,0,2
1743705465761246,11,4,2,1,1,0,4,0,3,2,8,1
1743705465763090,6,2,0,2,2,0,1,4,3,0,1,4
1743705465764095,7,2,2,3,3,0,0,5,0,0,2,0
1743705465766083,7,2,1,0,2,2,2,1,0,0,3,2
1743705465767083,2,2,0,5,3,3,2,2,0,4,0,4
1743705465769098,5,3,0,6,4,2,1,1,0,3,1,2
1743705465770088,6,2,0,5,4,3,0,1,3,0,4,0
1743705465772086,2,0,3,3,3,4,3,4,0,2,3,0
1743705465773141,6,0,7,4,2,4,5,2,0,2,5,3
1743705465775088,6,0,2,3,4,4,1,2,0,4,3,5
1743705465776879,4,0,1,0,6,3,0,3,4,4,0,4
1743705465778702,1,3,3,1,4,3,4,3,0,5,3,4
1743705465780757,6,2,2,4,0,3,3,0,1,2,0,5
1743705465781754,6,3,8,2,0,3,3,4,1,2,3,4
1743705465783755,6,3,0,2,3,0,0,0,2,2,0,5
1743705465784753,10,4,14,4,1,17,3,5,4,3,1,3
1743705465786756,1,4,2,1,3,4,0,3,3,0,4,7
1743705465787755,0,4,3,4,3,14,3,5,0,3,4,3
1743705465789754,4,2,7,2,0,3,16,0,4,0,2,4
1743705465790754,4,3,1,1,0,4,3,3,4,5,3,1
1743705465794658,7,2,0,0,5,2,1,3,0,3,9,0
1743705465796655,3,2,4,3,3,2,2,3,2,0,3,4
1743705465797658,7,3,3,2,3,3,0,3,7,1,0,0
1743705465799703,5,0,0,3,1,0,0,5,1,0,2,4
1743705465800662,5,0,0,3,2,1,5,0,3,5,0,2
1743705465802651,5,0,5,3,0,2,0,3,0,3,4,2
1743705465803654,1,3,0,3,15,0,0,3,3,0,0,2
1743705465805653,4,4,0,2,3,4,5,3,3,0,2,0
1743705465806651,5,3,2,0,0,0,1,4,1,4,0,0
1743705465808520,4,5,2,7,1,2,1,6,4,0,3,2
1743705465810377,5,0,3,1,3,0,1,4,3,3,5,3
1743705465812000,3,0,0,4,3,2,6,3,0,0,4,4
1743705465813991,1,1,3,2,3,0,5,4,5,5,4,1
1743705465814998,2,1,12,3,2,17,4,4,2,0,3,0
1743705465816995,7,3,0,0,7,0,2,0,1,2,0,2
1743705465817995,3,1,5,3,6,2,2,3,3,2,3,1
1743705465819987,6,4,1,0,0,0,1,4,3,2,0,2
1743705465821989,3,0,5,3,0,5,5,2,3,4,4,2
1743705465823590,5,0,3,2,2,5,3,3,5,0,3,0
1743705465826207,7,3,3,3,2,13,3,3,1,3,3,4
1743705465827009,3,4,3,2,2,0,4,2,3,2,2,4
1743705465829378,6,0,4,4,5,3,4,5,5,3,1,2
1743705465830384,5,0,5,1,3,11,3,2,0,5,4,0
1743705465832375,2,2,0,4,1,3,1,1,4,0,3,1
1743705465833374,4,3,3,4,3,4,1,0,0,0,6,3
1743705465835372,4,0,0,4,3,0,4,0,0,2,0,1
1743705465836380,7,5,5,4,0,1,1,3,5,0,0,3
1743705465838374,6,4,1,4,2,1,1,2,4,4,3,2
1743705465840191,4,2,10,0,0,0,4,2,1,0,4,0
1743705465844032,5,0,3,4,0,4,3,3,2,3,3,3
1743705465845065,4,0,4,3,3,3,2,0,0,3,3,4
1743705465847525,5,1,3,1,0,0,3,0,4,0,3,3
1743705465849534,5,0,2,0,7,3,4,4,3,4,1,2
1743705465851574,3,0,1,3,4,0,3,1,3,2,0,3
1743705465853812,6,4,4,3,3,0,1,2,4,8,0,0
1743705465855310,1,3,3,3,0,2,0,3,1,1,2,4
1743705465920281,4,5,3,4,3,3,0,1,3,5,2,0
1743705465921780,8,3,0,0,0,0,2,2,0,4,3,4
1743705465922823,5,2,2,1,2,0,4,2,1,1,6,3
1743705465923379,6,4,5,4,0,0,3,4,4,2,2,0
1743705465924399,5,5,4,1,0,0,5,2,0,1,0,5
1743705465925569,6,1,0,2,0,3,2,2,1,2,0,5
1743705465926764,9,4,4,3,3,3,2,1,3,3,14,3
1743705465927268,8,3,0,0,4,4,0,1,2,2,0,5
1743705465928284,3,0,2,0,0,2,3,0,1,2,2,3
1743705465929287,4,8,5,0,0,3,0,19,0,0,6,1
1743705465933225,4,2,0,3,3,0,4,21,0,1,0,4
1743705465936811,2,6,4,3,7,6,0,0,4,3,6,3
1743705465938391,6,2,1,4,3,1,3,2,0,3,0,2
1743705465938888,4,3,3,2,4,0,1,2,4,4,2,3
1743705465939903,5,0,3,2,0,2,1,4,0,0,4,4
1743705465940904,5,1,0,0,3,2,0,0,2,4,4,3
1743705465942198,1,0,4,2,18,0,3,0,3,3,1,1
1743705465943476,5,5,5,2,2,0,3,3,2,2,0,3
1743705465944076,3,3,2,2,2,3,2,0,0,5,3,4
1743705465945243,8,4,3,1,4,2,0,2,3,2,2,4
1743705465946279,5,6,0,0,0,2,3,3,3,0,3,4
1743705465947245,2,3,5,1,0,2,5,3,0,0,3,4
1743705465947245,6,4,4,4,0,2,2,3,1,1,4,2
1743705465948303,6,3,3,3,4,10,0,0,0,4,1,1
1743705465949361,1,0,0,1,7,6,0,5,4,4,3,3
1743705465950242,4,0,0,5,6,0,2,2,0,4,2,2
1743705465951246,2,3,4,3,2,0,0,4,4,3,1,0
1743705465952245,12,3,2,1,2,2,2,1,0,3,2,3
1743705465953244,7,2,3,0,5,3,0,4,2,0,3,0
1743705465954244,6,4,2,4,3,4,4,5,3,1,4,0
1743705465955244,5,3,4,2,0,4,3,1,0,1,4,2
1743705465956244,6,2,0,0,0,0,2,6,3,0,3,0
1743705465957285,6,2,2,3,1,0,3,4,7,3,1,3
1743705465958245,5,0,4,11,5,3,3,3,0,3,0,0
1743705465959246,5,1,4,1,2,4,1,0,1,3,0,3
1743705465960198,6,2,0,3,3,2,0,4,2,2,2,1
1743705465961216,5,2,2,8,13,12,2,2,2,3,2,3
1743705465962210,8,5,4,0,4,0,4,1,2,3,0,4
1743705465962210,5,3,2,0,4,2,2,4,3,2,3,5
1743705465963827,6,2,2,0,5,1,10,3,5,2,5,2
1743705465964329,8,5,3,3,2,2,0,13,0,5,4,3
1743705465965632,2,4,3,1,4,1,3,4,1,2,0,0
1743705465966731,4,3,3,0,4,1,1,1,2,2,3,0
1743705465968366,3,2,1,16,0,4,0,1,1,4,2,0
1743705465968868,5,0,3,2,2,2,3,0,0,3,4,4
1743705465969894,7,3,4,0,0,3,4,0,6,0,5,2
1743705465970913,4,1,3,4,3,2,2,3,4,2,2,3
1743705465971889,3,3,0,1,0,3,0,4,3,3,2,0
1743705465972893,5,4,3,1,7,5,3,1,0,1,0,2
1743705465973890,5,5,2,4,3,1,4,2,0,0,0,4
1743705465975221,5,3,4,2,4,0,0,4,0,3,4,7
1743705465975221,10,2,3,1,0,0,2,0,2,4,2,1
1743705465977644,8,4,2,1,0,1,0,4,3,0,5,0
1743705465978756,0,1,1,0,2,3,0,2,2,2,1,3
1743705465980046,6,1,0,6,3,2,3,0,4,3,0,2
1743705465981046,15,6,0,3,5,4,0,3,1,3,3,1
1743705465982047,6,3,3,2,3,3,2,3,7,2,2,0
1743705465983049,6,0,0,3,3,3,1,3,3,2,0,2
1743705465984048,6,2,2,3,3,7,0,6,3,3,4,0
1743705465986048,3,4,0,0,4,2,3,3,0,3,3,2
1743705465987044,1,2,4,0,0,5,1,7,3,1,3,3
1743705465988047,0,2,0,2,4,2,3,4,3,0,3,2
1743705465989043,9,3,4,1,0,0,4,2,3,1,3,3
1743705465990043,5,2,3,4,1,0,4,8,1,1,3,1
1743705465990043,6,2,2,4,3,8,0,0,1,2,3,4
1743705465991043,2,4,3,9,21,2,0,3,4,7,2,0
1743705465992465,8,4,4,3,4,2,0,1,1,11,3,3
1743705465993649,5,4,3,1,0,3,3,2,2,3,4,0
1743705465994667,1,2,4,3,0,20,0,2,4,2,2,2
1743705465995326,5,0,3,1,0,3,5,2,3,0,4,2
1743705465995826,1,0,1,1,1,2,2,2,13,0,1,3
1743705465996856,8,1,3,0,2,0,2,0,4,2,0,0
1743705465996856,4,4,3,3,4,2,1,0,3,3,0,2
1743705465998482,7,4,0,4,4,6,0,4,3,3,2,1
1743705465999070,1,0,14,2,5,2,2,0,0,2,5,2
1743705465999569,2,1,3,3,4,4,3,3,3,3,1,2
1743705466000613,6,2,3,0,0,2,0,5,3,3,0,1
1743705466001603,6,2,1,3,2,1,2,2,0,4,5,4
1743705466003183,5,3,18,4,3,4,0,0,4,0,5,2
1743705466003738,6,3,0,3,2,1,5,2,1,4,3,2
1743705466004735,1,1,13,11,5,19,3,4,3,18,5,0
1743705466005233,5,3,1,0,1,0,3,0,3,2,0,2
1743705466006242,4,3,1,4,3,0,2,0,3,0,0,0
1743705466007243,3,2,0,4,8,0,4,3,4,4,2,0
1743705466007243,6,4,4,3,3,3,16,2,2,0,0,2
1743705466008981,7,4,4,4,2,3,0,1,2,4,3,4
1743705466009707,8,3,0,5,2,3,0,3,4,1,0,1
1743705466010727,3,5,2,0,1,5,5,3,3,1,4,0
1743705466011727,6,0,3,3,1,4,2,3,0,5,3,4
1743705466012739,7,3,3,0,3,0,4,0,0,3,3,3
1743705466013608,1,3,0,3,2,2,7,2,3,5,3,0
1743705466014527,2,3,3,1,4,0,2,3,4,3,0,2
1743705466015526,6,3,5,3,7,3,0,20,3,3,4,0
1743705466016397,7,3,3,1,4,3,4,0,3,1,0,0
1743705466016729,5,3,4,4,16,3,2,4,2,4,0,2
1743705466017923,6,3,3,5,2,0,4,3,4,0,1,4
1743705466019460,0,4,3,0,5,20,4,3,0,1,0,3
1743705466020684,5,3,3,5,8,3,2,2,1,4,0,4
1743705466022180,6,0,2,1,0,3,0,2,0,0,3,0
1743705466023286,5,3,4,3,2,2,3,0,4,1,5,0
1743705466025317,6,3,1,0,0,0,15,2,1,1,4,2
1743705466026817,7,8,0,3,3,3,0,0,1,3,3,0
1743705466028317,2,4,3,5,1,3,1,3,3,10,1,0
1743705466029861,2,2,3,4,3,0,5,2,4,2,2,2
1743705466029861,4,0,3,0,3,1,3,0,0,4,4,1
1743705466032194,4,3,4,0,5,0,4,3,3,1,3,2
1743705466033250,6,0,3,3,3,2,2,4,1,0,1,6
1743705466033846,7,3,4,3,1,3,5,3,2,0,1,0
1743705466035165,3,2,1,6,5,7,1,15,3,0,1,2
1743705466036366,6,5,4,2,2,2,3,3,1,3,3,0
1743705466037363,6,4,3,0,4,0,4,0,3,3,0,1
1743705466038360,6,0,4,3,0,0,0,0,4,2,1,2
1743705466039360,0,1,3,5,0,5,2,0,3,3,4,1
1743705466040364,11,0,3,0,2,3,4,3,3,5,0,4
1743705466042363,6,0,4,0,4,6,5,3,4,3,4,3
1743705466043507,5,2,1,0,4,1,0,2,2,1,0,2
1743705466045030,5,2,6,5,1,3,0,4,3,1,4,0
1743705466046031,6,2,2,3,4,0,4,2,3,4,3,0
1743705466051030,7,2,2,3,2,4,3,5,3,5,4,0
1743705466063357,4,1,0,5,4,3,2,1,2,3,0,3
1743705466075354,5,6,4,4,3,2,2,5,4,4,3,21
1743705466087355,7,0,4,2,4,0,6,0,3,3,2,0
1743705466102340,7,3,4,2,4,3,3,4,3,4,5,3
1743705466114179,6,0,0,0,4,3,1,3,0,2,1,3
1743705466127176,2,3,2,0,2,2,3,0,0,5,2,0
1743705466139771,7,1,9,4,0,2,0,3,2,0,3,3
1743705466152040,5,3,3,2,14,4,2,0,2,1,3,4
1743705466163801,1,5,4,3,4,0,2,0,4,3,0,3
1743705466175806,7,4,0,5,3,1,7,1,0,1,0,4
1743705466189141,5,2,0,6,6,3,2,0,4,0,0,2
1743705466202322,7,2,2,0,3,0,3,4,4,1,3,1
1743705466215319,7,3,1,0,3,3,0,2,2,0,5,0
1743705466226569,1,2,7,2,4,2,0,2,1,4,2,0
1743705466241819,6,4,1,3,4,4,0,1,3,0,3,5
1743705466254068,6,9,4,0,3,0,0,3,3,16,0,4
1743705466266048,14,2,0,4,0,0,2,0,2,6,0,4
1743705466278227,5,12,4,2,3,2,0,4,4,0,4,2
1743705466289850,6,3,1,4,2,0,2,4,4,0,3,3
1743705466302466,1,5,2,0,0,3,4,5,4,0,3,21
1743705466313963,6,0,3,2,0,3,0,0,2,0,7,0
1743705466326273,3,3,3,5,3,0,0,0,0,4,3,2
1743705466339272,2,0,3,9,4,1,0,4,2,5,4,5
1743705466354268,4,0,1,0,0,4,3,2,2,3,4,12
1743705466366976,2,4,2,0,1,4,1,2,21,4,2,0
1743705466378925,5,3,3,3,0,3,0,4,1,2,0,0
1743705466391929,1,5,2,3,0,3,3,2,0,2,3,0
1743705466405079,2,0,4,1,16,3,1,3,0,2,2,0
1743705466418649,3,0,3,3,0,4,3,4,2,3,0,4
1743705466431766,5,2,3,3,0,2,1,4,3,0,1,4
1743705466443528,3,3,3,4,0,3,5,4,2,0,2,3
1743705466455908,5,2,0,4,3,1,0,3,0,3,0,3
1743705466467378,7,11,0,2,1,2,3,2,4,4,0,3
1743705466479607,13,2,15,0,4,2,3,8,0,0,3,2
1743705466491755,3,4,3,3,4,2,3,3,5,2,19,0
1743705466505183,5,3,0,2,0,3,2,3,5,5,4,3
1743705466518212,6,4,4,4,4,1,0,5,3,4,3,0
1743705466530653,6,0,5,0,0,5,3,3,4,2,3,1
1743705466543027,4,3,0,4,3,3,0,3,3,0,3,1
1743705466556481,4,14,3,2,6,0,4,3,2,4,4,4
1743705466568754,4,4,0,2,4,2,0,6,3,3,1,0
1743705466580437,3,4,4,2,3,0,3,4,0,0,3,2
1743705466593274,4,3,4,0,0,5,2,2,3,10,0,0
1743705466605018,1,3,9,4,3,6,3,1,3,3,2,3
1743705466618621,4,0,4,4,4,3,4,3,0,2,5,1
1743705466630946,3,5,0,2,2,3,3,1,1,2,6,4
1743705466643342,4,0,3,1,3,2,12,0,4,4,2,5
1743705466656057,3,4,4,4,4,0,4,2,1,0,4,1
1743705466669255,4,0,1,3,4,2,4,3,3,3,2,4
1743705466681256,7,3,3,3,3,2,3,0,4,2,3,1
1743705466693821,4,3,0,4,4,1,3,1,0,3,10,0
1743705466705617,6,4,0,0,3,2,4,3,0,4,1,0
1743705466716766,5,3,4,0,4,4,4,1,0,0,4,3
1743705466729948,6,4,0,3,2,3,2,0,4,1,1,0
1743705466742265,7,2,2,4,0,3,1,13,0,4,2,5
1743705466755310,2,4,9,2,0,0,4,0,2,0,2,2
1743705466768307,6,3,3,1,0,0,0,3,2,0,0,4
1743705466781257,5,4,2,2,2,4,4,4,3,2,3,0
1743705466793363,2,7,0,4,2,2,3,2,4,4,2,13
1743705466805797,5,2,3,2,2,5,4,2,3,0,0,5
1743705466819798,3,5,1,3,3,3,0,3,3,4,3,0
1743705466831794,3,3,4,3,3,3,15,0,2,1,2,0
1743705466843418,5,2,0,0,3,3,15,0,0,5,2,0
1743705466856426,3,3,1,3,0,0,4,4,3,2,4,4
1743705466869448,6,1,4,5,3,4,1,4,3,1,4,5
1743705466881743,5,4,2,4,13,1,3,4,0,0,1,3
1743705466893442,4,12,1,1,0,3,0,5,2,5,1,1
1743705466905360,5,1,5,3,18,0,3,1,3,3,0,3
1743705466917467,3,0,4,0,2,0,0,2,0,5,1,2
1743705466929984,4,4,4,3,2,5,3,3,0,2,5,2
1743705466941725,5,8,3,4,4,2,3,0,2,0,0,4
1743705466953229,1,0,3,3,3,0,0,1,3,4,4,0
1743705466965339,6,1,3,0,1,3,0,1,2,0,5,3
1743705466977636,8,4,4,2,12,0,3,3,3,11,4,3
1743705466989408,5,3,0,3,0,2,4,2,0,0,3,0
1743705467001057,4,0,5,3,0,4,0,0,2,2,4,2
1743705467012671,4,4,3,4,4,0,4,0,0,4,4,2
1743705467025320,6,0,2,3,5,3,0,3,1,0,4,4
1743705467036054,7,4,4,3,0,3,2,3,3,0,0,2
1743705467049070,5,0,7,0,0,4,1,0,0,3,2,2
1743705467061512,6,3,0,2,3,1,2,3,0,4,3,3
1743705467073410,13,4,5,3,3,4,4,5,0,4,3,3
1743705467085357,4,0,0,4,3,4,3,4,2,3,1,10
1743705467096163,6,3,7,5,3,0,2,4,6,0,3,4
1743705467108563,3,2,3,3,0,2,4,4,1,3,3,0
1743705467120960,5,1,4,3,2,0,0,4,3,7,3,4
1743705467132823,6,4,3,4,0,0,3,1,3,2,0,4
1743705467144842,5,3,0,3,2,17,2,2,1,4,3,3
1743705467156283,6,4,1,0,4,4,0,0,2,5,2,0
1743705467168606,5,3,3,0,3,3,4,0,0,0,4,3
1743705467180746,4,2,3,2,0,3,3,0,2,0,18,3
1743705467192750,2,0,0,3,2,1,3,3,0,3,6,2
1743705467204955,2,4,3,3,4,0,6,4,1,2,2,3
1743705467216639,5,4,3,3,1,0,3,0,0,4,12,4
1743705467228486,1,1,13,3,3,3,3,4,0,0,0,4
1743705467240490,5,2,2,4,4,0,1,1,3,5,0,2
1743705467252270,4,4,3,2,7,1,0,2,2,3,0,4
1743705467264415,2,0,0,4,4,0,3,0,0,3,3,0
1743705467275861,6,3,3,1,3,4,2,3,3,1,3,1
1743705467288206,8,1,2,0,1,4,0,5,1,0,5,3
1743705467300037,5,16,1,2,3,1,3,1,0,6,4,2
1743705467312512,4,4,17,1,1,4,4,5,4,3,0,0
1743705467324640,6,3,0,2,2,0,1,1,1,2,4,2
1743705467335899,6,4,2,0,5,3,3,0,4,0,2,3
1743705467348619,5,3,3,2,4,3,4,3,0,4,2,10
1743705467360899,7,3,3,4,0,3,9,3,0,3,1,3
1743705467372563,8,5,2,3,4,2,4,5,5,2,3,1
1743705467383849,5,4,3,4,0,0,6,3,3,2,3,11
1743705467396814,5,3,3,2,1,4,2,0,1,0,0,0
1743705467409470,7,1,0,4,2,3,2,4,2,3,1,1
1743705467421097,3,3,4,3,1,4,2,1,5,0,3,3
1743705467432721,9,4,3,4,5,4,1,1,5,2,3,3
1743705467444723,1,0,4,4,2,2,0,3,4,2,2,5
1743705467456851,21,6,3,3,4,6,3,3,2,3,0,16
1743705467468162,2,2,2,4,3,19,4,0,2,1,4,1
1743705467480838,2,3,1,0,0,4,3,1,0,0,4,3
1743705467493667,6,1,4,1,1,4,2,4,21,0,3,0
1743705467505665,3,6,2,3,0,2,3,4,4,3,1,0
1743705467517662,12,1,0,3,4,1,4,2,0,3,0,0
1743705467529844,3,0,3,2,4,4,15,1,2,5,1,4
1743705467542887,7,3,7,5,0,3,3,3,3,2,2,3
1743705467555709,18,3,3,5,4,0,4,3,0,0,2,3
1743705467567705,6,4,3,5,0,4,1,3,3,2,0,0
1743705467580703,1,3,2,4,4,0,4,2,3,2,0,4
1743705467593103,7,0,3,2,0,3,10,3,0,4,3,0
1743705467604737,2,4,3,0,4,5,6,3,0,0,0,1
1743705467617032,5,0,0,0,2,0,4,11,0,5,1,1
1743705467628641,6,4,4,0,3,0,0,4,2,0,0,0
1743705467641397,6,5,1,2,3,0,4,2,0,4,0,4
1743705467656484,7,2,3,0,3,0,4,2,4,3,4,3
1743705467669777,8,2,3,0,2,2,4,2,1,5,5,2
1743705467681578,5,1,4,0,3,5,0,3,0,3,4,19
1743705467693490,1,3,3,4,4,3,3,1,2,3,0,2
1743705467706320,6,3,1,2,4,2,4,5,6,2,0,2
1743705467717241,4,6,0,3,0,2,0,0,0,3,3,2
1743705467729849,4,0,4,3,3,3,2,0,2,3,2,0
1743705467741836,23,0,1,4,2,2,1,2,0,4,2,0
1743705467754052,5,4,3,4,0,1,1,0,4,2,0,3
1743705467766017,4,5,2,4,0,3,1,2,0,3,3,3
1743705467777784,7,0,6,1,20,3,0,4,3,16,3,2
1743705467789500,5,2,5,3,7,2,0,0,3,3,0,4
1743705467801508,4,0,1,0,3,3,0,3,0,3,0,3
1743705467813473,6,1,0,1,0,3,0,4,2,0,2,3
1743705467825505,6,2,2,2,0,4,0,3,2,0,2,3
1743705467837715,5,3,3,8,0,0,5,4,4,4,2,0
1743705467849591,4,0,4,8,3,3,1,4,2,0,4,6
1743705467862089,5,2,0,4,3,2,7,5,5,2,2,3
1743705467873862,5,4,0,4,3,3,4,2,1,2,2,0
1743705467885570,4,0,2,4,3,2,2,3,2,0,0,4
1743705467898383,10,2,0,0,2,3,2,0,0,4,3,3
1743705467909773,8,4,3,3,3,5,5,0,1,3,2,0
1743705467921252,7,0,3,0,1,3,4,2,1,8,0,2
1743705467933250,4,0,4,3,0,4,3,0,6,4,0,2
1743705467945568,5,1,0,2,3,4,2,2,0,4,3,4
1743705467957101,0,5,3,4,0,3,0,4,4,0,1,0
1743705467969254,5,0,4,2,3,2,1,0,4,3,2,3
1743705467981144,5,5,2,0,5,4,2,0,0,4,4,3
1743705467993102,2,4,5,3,3,3,4,0,2,0,0,4
1743705468005899,1,4,1,3,0,3,3,0,2,1,4,1
1743705468017360,0,2,0,3,1,2,3,4,14,0,2,2
1743705468029251,4,8,0,3,3,0,1,5,1,1,4,1
1743705468042258,6,1,0,1,5,2,2,4,0,2,0,3
1743705468054000,4,0,4,3,0,0,6,2,0,4,3,16
1743705468066250,6,4,19,0,3,2,1,5,2,5,3,4
1743705468077960,6,3,0,3,4,3,5,2,2,2,0,1
1743705468089439,3,3,4,2,14,0,1,2,2,0,4,3
1743705468101439,7,3,1,3,2,1,4,0,4,1,3,4
1743705468113327,8,0,6,5,0,4,0,0,5,17,0,3
1743705468125406,6,2,3,0,3,1,6,3,3,1,1,2
1743705468137028,3,4,2,5,3,6,1,3,1,3,3,1
1743705468149275,6,2,2,4,17,6,4,4,1,0,5,4
1743705468161274,6,4,0,0,2,4,1,0,0,4,2,0
1743705468173276,6,1,3,4,4,2,3,0,4,3,3,1
1743705468185268,2,2,4,3,4,2,20,4,4,2,1,4
1743705468196267,4,1,0,3,1,0,1,4,4,4,2,3
1743705468208732,5,5,0,3,7,5,1,4,1,3,0,5
1743705468219868,5,3,3,2,5,4,1,2,3,2,0,3
1743705468233153,6,0,1,4,3,0,0,3,4,3,2,3
1743705468244143,1,1,0,4,2,2,5,3,3,3,0,4
1743705468257146,8,1,2,2,0,6,3,0,0,1,0,2
1743705468268143,5,4,3,3,4,2,0,2,0,1,0,2
1743705468279677,3,3,0,3,5,1,1,0,1,2,4,1
1743705468293301,4,9,0,3,5,4,3,0,4,5,3,3
1743705468310246,4,2,3,2,3,3,3,3,0,2,3,0
1743705468315105,16,1,1,3,1,0,0,4,1,3,3,0
1743705468327196,6,0,6,1,2,0,1,0,0,0,2,2
1743705468338895,1,4,1,2,4,2,4,0,0,3,0,4
1743705468351272,4,1,0,0,3,0,4,7,0,2,1,3
1743705468362653,5,3,0,0,0,0,1,5,4,0,4,0
1743705468375187,6,0,0,2,0,4,2,2,3,0,4,1
1743705468386196,6,0,0,3,1,2,3,4,4,3,3,3
1743705468398184,6,5,4,0,0,4,1,0,0,4,3,0
